id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.796750529976094e-06 3.842955150821829e-06 1.0071537549362659e-05 1.1685167272754251e-05 3.3691861282875226e-05 2.51025056312642e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 9.0 30.0 | 0 0 0 0 0 6 | 998 998 766 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.822451429363633e-06 2.871092137351534e-06 7.332929709960614e-06 1.2656787969641139e-05 4.0538221340295136e-05 2.7722827725688297e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 47.0 41.0 | 0 406 0 0 0 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 8.086372882047608e-06 7.2196363512275805e-06 1.562740032878677e-05 1.3700738897545552e-05 4.194140393424251e-05 3.174696906996207e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 10.0 5.0 19.0 20.0 73.0 49.0 | 453 498 490 494 492 46 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 9.036073776501224e-06 9.041419006662468e-06 2.0171989116696186e-05 1.4616066481836423e-05 4.0093420167247346e-05 3.168635180138148e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 11.0 7.0 33.0 26.0 74.0 56.0 | 498 337 441 459 14 418 | 997 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.389461280142758e-06 8.367921132844679e-06 1.9876217507965575e-05 1.0445483562330893e-05 2.4021793002443736e-05 1.7929215696245682e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 4.0 23.0 10.0 54.0 42.0 | 322 0 0 289 262 220 | 998 994 997 997 994 992 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.409274908653805e-06 8.58341099400509e-06 2.085418498002306e-05 9.359107405262897e-06 1.745611122115063e-05 1.4885566227147445e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 18.0 4.0 29.0 25.0 | 0 0 0 0 4 497 | 955 596 691 997 991 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.851116090386055e-06 7.937651902298264e-06 1.832907350343733e-05 7.872820616279263e-06 1.4324939473941723e-05 1.6774687649156566e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 10.0 2.0 12.0 29.0 | 0 0 0 0 0 44 | 699 132 354 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.189956503079492e-06 6.115675647655792e-06 1.4843992474383486e-05 7.368600409812672e-06 1.1848386002264305e-05 1.559759364078587e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 8.0 25.0 | 0 0 0 0 58 42 | 987 980 699 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.283536612438395e-06 3.97744507691508e-06 1.2490781355476062e-05 7.158482698347026e-06 1.1599695295116872e-05 1.4114780348929679e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 8.0 19.0 | 0 0 0 0 195 56 | 998 998 963 998 998 995 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.212414241016726e-06 3.92371496569396e-06 1.1005991342669247e-05 6.82623517349292e-06 1.3356221980509897e-05 1.3759548456296915e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 11.0 20.0 | 0 0 0 35 493 200 | 991 963 998 997 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.4343239556168115e-06 5.31287096869747e-06 1.0939352840182085e-05 7.544259413908604e-06 3.0297281751050227e-05 1.5607592013253363e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 7.0 2.0 22.0 26.0 | 359 0 6 499 1 375 | 998 994 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.7750138424353874e-06 4.903927293101248e-06 1.0138382518725694e-05 9.135718427184486e-06 3.416632115081785e-05 1.7849119348028237e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 9.0 2.0 44.0 34.0 | 396 201 278 482 46 435 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.427786248886735e-06 3.4863505920109438e-06 8.774029755738391e-06 8.40884449906714e-06 2.1427009352417542e-05 1.5251611353425368e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 6.0 2.0 43.0 22.0 | 23 315 201 49 57 378 | 998 997 997 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.887451126951119e-06 3.89139628916731e-06 1.0143836220363706e-05 6.65123335330433e-06 1.1781066047639884e-05 1.0579009883564112e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 13.0 11.0 | 0 0 0 0 346 381 | 998 998 998 998 996 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.414509586966957e-06 4.0631558928175155e-06 1.1288170086824381e-05 7.043194055890834e-06 9.044470677556795e-06 8.20503604771026e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 2.0 4.0 | 0 0 0 0 62 476 | 902 799 299 943 993 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.74677659576876e-06 4.295431687669724e-06 1.0810967267083137e-05 6.5795477149558635e-06 1.029259344551082e-05 1.1393851103557747e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 6.0 10.0 | 0 0 0 0 257 276 | 939 943 787 950 996 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.051133305411524e-06 4.156097657224652e-06 9.598444600146331e-06 5.45520730087257e-06 1.077901618189237e-05 1.1976806023920398e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 5.0 2.0 7.0 10.0 | 0 48 1 144 429 170 | 998 998 998 998 998 994 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.13552368334779e-06 3.431707806534113e-06 8.248055347619579e-06 5.070377893907831e-06 1.0731288785230509e-05 1.1400740866258173e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 5.0 11.0 | 43 243 42 82 495 220 | 998 998 998 998 998 994 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.2686402092234496e-06 3.098395254811016e-06 7.776969951151737e-06 5.039954902587129e-06 9.524386412828864e-06 1.1794637559803357e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 4.0 10.0 | 0 0 0 13 314 77 | 993 998 958 980 993 987 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.7550999676234406e-06 2.4291709334274364e-06 6.1603406066565685e-06 4.588082427799536e-06 9.409415550797243e-06 1.241268927059e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 2.0 9.0 | 0 41 0 43 198 50 | 996 998 996 997 996 995 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.075829380760874e-06 2.1754376806416565e-06 6.063790111599669e-06 5.554003529045019e-06 1.2084117397155428e-05 1.3002616950978015e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 10.0 12.0 | 0 193 0 40 50 97 | 997 998 976 996 981 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.6629644793073822e-06 2.5084944137590247e-06 6.3610332675164295e-06 5.4710472893863806e-06 1.303033272741357e-05 1.299804379984314e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 3.0 2.0 14.0 13.0 | 48 299 82 128 485 92 | 998 997 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.961161889626906e-06 3.084316897118321e-06 7.542631909721623e-06 5.045622506627605e-06 1.1830493567299485e-05 1.3731070339368747e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 10.0 15.0 | 8 4 0 255 238 47 | 998 998 998 998 997 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 1.430223101701089e-05 5.0532826675962005e-06 2.0835055295637097e-05 1.9552504535335425e-05 5.917093561995782e-05 5.343067097287548e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 19.0 2.0 18.0 19.0 10.0 22.0 | 28 15 490 9 1 499 | 998 998 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 1.8265865833457057e-05 6.40211777410699e-06 3.0290075184927196e-05 2.1016909007032006e-05 6.251109102979934e-05 0.00013660461092816282 | 0.0 0.0 0.0 0.0 0.0 0.0 | 21.0 2.0 27.0 23.0 27.0 25.0 | 0 145 4 4 3 0 | 998 997 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 1.4270384856666694e-05 9.620351022642003e-06 3.015269595767596e-05 1.0804490843257263e-05 3.064387003748287e-05 0.00012915593102569577 | 0.0 0.0 0.0 0.0 0.0 0.0 | 5.0 3.0 38.0 9.0 53.0 41.0 | 498 1 236 90 498 1 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 8.563317949726837e-06 8.942990470085574e-06 2.0756422755392294e-05 8.03296297777275e-06 2.3344141029152134e-05 4.194593619035008e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 4.0 32.0 4.0 44.0 59.0 | 0 1 0 250 1 0 | 998 998 998 998 998 989 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 6.048373534855736e-06 4.002440085682247e-06 1.0545954875068345e-05 7.005879161973038e-06 1.154378356858169e-05 3.335527231162868e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 7.0 42.0 | 0 482 0 52 220 0 | 998 998 997 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 8.160891843272675e-06 5.051035977626629e-06 1.542564439759123e-05 8.87255555313048e-06 1.002854699819017e-05 1.6173305439523628e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 2.0 25.0 | 0 0 0 0 33 0 | 914 997 985 983 995 988 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 9.665598033097554e-06 7.251064344734257e-06 1.9385354937789417e-05 1.034875634331733e-05 1.032312429264282e-05 1.5002842060318009e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 5.0 2.0 5.0 20.0 | 0 0 0 0 203 32 | 299 952 1 945 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 9.04088253062163e-06 7.627451549872123e-06 1.9730616665433103e-05 9.953846840514067e-06 1.1056440084409985e-05 1.3730058687240323e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 5.0 2.0 5.0 14.0 | 0 0 0 0 299 58 | 707 47 0 946 988 964 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.201130671860618e-06 6.592326537244604e-06 1.763701062740872e-05 8.352607874658177e-06 1.2856286768426647e-05 1.4820706250184788e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 8.0 17.0 | 0 0 0 0 52 49 | 947 667 44 957 997 988 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 6.4404078327272725e-06 6.3775216229811075e-06 1.6160199200764344e-05 7.425488447579639e-06 1.4257361670626793e-05 1.567082610634628e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 14.0 21.0 | 0 0 0 0 41 52 | 957 933 299 964 963 991 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.821143818332536e-06 6.3714168116961745e-06 1.5041758848949602e-05 6.582500226729042e-06 1.3446558338599738e-05 1.2829878577997635e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 11.0 15.0 | 0 0 0 0 0 86 | 950 299 699 976 963 966 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.616456204912716e-06 6.371982045703181e-06 1.517090651900942e-05 6.397371278479823e-06 1.3410509342294069e-05 9.795995381518944e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 6.0 3.0 | 0 0 0 0 0 135 | 945 42 105 989 958 991 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.314861669921875e-06 5.920017965738185e-06 1.4799969469061057e-05 6.432690480865503e-06 1.3624233818078841e-05 1.011767177410829e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 4.0 4.0 | 0 0 0 0 27 108 | 948 299 117 987 958 992 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.591867699794822e-06 4.738110931873633e-06 1.1510856716179291e-05 4.991045362546444e-06 1.2584380776188827e-05 1.2966025626916422e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 4.0 12.0 | 0 0 0 41 13 40 | 953 939 934 991 966 983 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.698795699560975e-06 3.535137258266596e-06 9.128665427754878e-06 4.295624543497423e-06 1.1914887478153097e-05 1.4378306635575062e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 6.0 17.0 | 0 0 0 69 18 0 | 983 949 966 997 967 957 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.7043673671501865e-06 3.5097212638304017e-06 9.756408702785698e-06 5.072582480787461e-06 1.302343316005116e-05 1.4366924974216813e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 14.0 15.0 | 0 0 0 64 0 0 | 998 953 998 998 977 956 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.072978667046513e-06 4.015861516645394e-06 1.1060666653841992e-05 5.5776780855951245e-06 1.3122519389249726e-05 1.3452031733123137e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 15.0 15.0 | 0 0 0 56 0 0 | 998 947 998 998 984 984 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.2167963281233903e-06 3.194001376210772e-06 8.403176425617807e-06 4.411940794088605e-06 1.0843711621837269e-05 1.1527881699580864e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 5.0 5.0 | 0 0 0 134 7 28 | 997 997 998 998 998 988 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.299406260481197e-06 2.155955214714618e-06 5.573029019390445e-06 3.6669482674383203e-06 8.836340520611118e-06 1.0381871530728929e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 4.0 6.0 | 24 0 0 203 53 62 | 990 986 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.8144082283500223e-06 2.7810076825635156e-06 6.873909747746931e-06 3.7849560935818405e-06 8.290350640596714e-06 8.858371028231514e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 2.0 2.0 | 0 0 0 53 52 134 | 997 996 955 998 997 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.423002815361977e-06 3.1736714422831214e-06 7.268545382639504e-06 4.2680772689889575e-06 7.988217040012541e-06 9.363449664745753e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 2.0 4.0 | 0 0 0 45 210 406 | 956 940 982 998 997 996 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.3791911986237235e-06 2.8302220768714098e-06 7.277955838068294e-06 4.453047363955887e-06 9.849626935146186e-06 1.2829963654689074e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 6.0 12.0 | 0 0 0 57 96 69 | 995 960 976 995 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.152548064349057e-06 2.6865741995511325e-06 6.641331658283871e-06 3.982678704331754e-06 1.2257293766301916e-05 1.4643849078920519e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 10.0 16.0 | 49 0 0 299 50 2 | 996 989 964 996 994 984 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.5679855147037366e-06 2.487075228013608e-06 5.77992308127158e-06 3.5521793305261136e-06 1.2442130583313026e-05 1.3034323379425867e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 11.0 12.0 | 64 0 0 491 14 25 | 993 991 956 994 978 979 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.7853019217512673e-06 2.460718078599876e-06 6.535855147817692e-06 3.943963395638223e-06 1.0442507849083115e-05 1.0086170258153977e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 4.0 4.0 | 42 0 0 152 50 57 | 998 987 997 998 998 995 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.251729565078447e-06 3.3362992685730775e-06 7.5749064412352906e-06 4.200657985709852e-06 1.0530775930633289e-05 9.206946795843547e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 5.0 5.0 | 0 0 0 62 48 101 | 989 948 997 998 998 993 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.564565176184128e-06 3.753950823710819e-06 9.023402836642751e-06 4.711015987927438e-06 1.0543812703434559e-05 9.82062386543644e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 5.0 4.0 | 0 0 0 44 49 190 | 977 933 949 998 998 990 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.3672810063585506e-06 3.1258083150483507e-06 7.916850745913517e-06 4.5210182233950444e-06 1.0338115440809754e-05 1.0942092684422706e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 3.0 8.0 | 0 0 0 59 51 65 | 997 994 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.910153025650431e-06 2.587139508605776e-06 5.696157306214185e-06 3.883835829848277e-06 1.2202495002424542e-05 1.34687851077731e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 6.0 18.0 | 299 49 47 492 1 24 | 998 998 954 996 996 996 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.467280387404643e-06 3.424279368807866e-06 7.975451644203743e-06 4.835624908642307e-06 1.188773538738017e-05 1.3643552810075558e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 3.0 3.0 7.0 3.0 10.0 19.0 | 426 391 374 498 52 73 | 997 996 997 997 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.583144242276923e-06 3.607467011347709e-06 8.888497443776597e-06 4.845294939527274e-06 9.078579225983715e-06 1.0677991905906203e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 4.0 7.0 4.0 5.0 9.0 | 54 201 58 261 276 299 | 996 996 998 998 986 984 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.6534189153093455e-06 3.3493626762813405e-06 8.076106657349741e-06 4.0766762949113635e-06 7.26721503081889e-06 8.083653817532072e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 2.0 2.0 | 0 0 0 0 93 162 | 986 945 766 992 987 985 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.3880472514642875e-06 2.9892145963647774e-06 6.291101623817457e-06 3.741770665560351e-06 9.514635512380785e-06 9.683427861835954e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 2.0 4.0 | 35 0 0 117 55 209 | 998 998 998 998 997 995 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.754611342122475e-06 2.1108066766314633e-06 4.851895714386784e-06 4.118696812387668e-06 1.0273817657509867e-05 1.1046637339835119e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 2.0 4.0 | 163 54 50 299 78 302 | 998 997 996 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.6655250113063578e-06 1.7868115392549756e-06 4.899075065850688e-06 5.0011276212164885e-06 1.0980876411390275e-05 1.2923902836887045e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 7.0 9.0 | 497 299 354 176 51 52 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.4152063146604693e-06 1.7818422504670262e-06 4.387808334625596e-06 4.675887147498146e-06 1.0937645492785854e-05 1.3026297669882167e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 8.0 12.0 | 419 351 481 74 51 48 | 998 998 998 998 998 996 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.685345695630743e-06 2.400447472634215e-06 4.968582569693328e-06 4.258504688435093e-06 1.0265829158027744e-05 1.4350619846495388e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 5.0 18.0 | 419 496 299 305 62 10 | 998 998 998 997 995 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.7689124930203863e-06 2.8323524396218994e-06 5.664543638224071e-06 6.2333165595124e-06 1.7753869035038068e-05 1.712217994470435e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 16.0 26.0 | 107 416 299 388 445 59 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.0124226675689756e-06 4.144813737345871e-06 9.06666463576797e-06 7.810850489321518e-06 2.4437367174246485e-05 1.8322046978294527e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 3.0 8.0 3.0 47.0 29.0 | 375 437 438 440 493 452 | 998 997 996 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.272307877849651e-06 7.147448556015578e-06 1.577517422839879e-05 9.983909693745216e-06 2.860981052058485e-05 2.0198270492072824e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 5.0 26.0 10.0 74.0 48.0 | 491 475 487 476 273 404 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 6.513232651800948e-06 7.453264553988735e-06 1.5941492958253934e-05 8.447525455369593e-06 2.6142440863834075e-05 1.6457953979486503e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 5.0 5.0 25.0 9.0 63.0 34.0 | 496 346 405 485 1 326 | 998 998 998 998 996 996 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.454427246726148e-06 4.866977673967333e-06 1.0293599260633884e-05 5.427428591239087e-06 2.024757539615648e-05 1.259747426324038e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 38.0 11.0 | 0 0 0 40 50 485 | 998 998 995 997 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.569837683190237e-06 3.186310698106256e-06 7.270585091863272e-06 6.006723335265908e-06 1.6188095278444773e-05 1.3362884429202303e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 3.0 2.0 22.0 16.0 | 50 51 50 57 214 186 | 998 998 997 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.693963987884271e-06 2.509606043827885e-06 5.552941039725399e-06 5.578885147606984e-06 1.432844513066088e-05 1.397916807021125e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 4.0 2.0 15.0 17.0 | 52 127 187 54 57 62 | 998 997 996 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 3.064240272825872e-06 2.1554958030031536e-06 5.05007726564171e-06 5.246315757500968e-06 1.613756173682371e-05 1.4687585376951598e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 16.0 15.0 | 53 0 1 107 303 499 | 998 984 997 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.752244835572986e-06 2.5156346130041274e-06 5.62626705205992e-06 3.848116243079497e-06 1.2678563507816423e-05 1.2054495475603473e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 9.0 8.0 | 55 0 0 497 2 18 | 998 995 997 998 997 995 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.807399906034093e-06 2.7368417664479956e-06 7.166366627000679e-06 7.818012191729858e-06 1.964240338521889e-05 1.2796890171074974e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 31.0 10.0 | 0 0 0 0 0 173 | 998 996 961 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 5.8792610210499094e-06 2.485244630449723e-06 8.907192109098196e-06 8.219717018894933e-06 1.9829951920798835e-05 1.8175601715594713e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 33.0 26.0 | 0 15 0 0 0 104 | 998 998 997 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 7.686147239775404e-06 5.072022064010491e-06 1.681854753583565e-05 1.2917713665956313e-05 2.78204733149511e-05 2.199576181938559e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 10.0 4.0 21.0 16.0 47.0 45.0 | 362 476 422 185 158 0 | 998 997 998 998 998 996 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 9.128343043596364e-06 6.280870852286289e-06 1.831725894599242e-05 1.4383016383240082e-05 3.385850095614992e-05 1.9149115091585556e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 12.0 5.0 29.0 19.0 75.0 41.0 | 54 481 317 2 0 305 | 997 997 998 998 991 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 6.126046125040577e-06 5.9362170395479165e-06 1.5105487634414609e-05 8.089384066948028e-06 2.470920570569423e-05 1.2623886504300048e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 2.0 11.0 7.0 55.0 19.0 | 489 3 3 499 0 403 | 998 998 998 998 949 998 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.163685896724567e-06 5.731731659469734e-06 1.2727176635777155e-05 4.367256790607127e-06 1.773805866023006e-05 1.3628436439970715e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 20.0 14.0 | 0 0 0 56 0 5 | 951 633 998 998 949 997 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.010640984810719e-06 4.300755949173926e-06 8.489828161339525e-06 3.8638215100722016e-06 1.3102399327251605e-05 1.424285495272328e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 7.0 16.0 | 0 0 0 105 0 0 | 958 997 912 998 995 985 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 2.8274500786910493e-06 2.4517547792775743e-06 7.21160262525487e-06 3.7143854871278528e-06 9.310874371450122e-06 1.2342389676115074e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 4.0 12.0 | 40 0 0 78 51 19 | 998 998 998 996 990 995 
id | rms | ApprEnt | LZComp | mpf | sef
4 | 4.1535713131296095e-06 3.155112283653426e-06 9.77435931049096e-06 5.172842566160099e-06 9.205313692934236e-06 1.3647689662525488e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 2.0 11.0 | 0 0 0 14 60 0 | 998 998 998 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
